1327976461765021696,RT The actively supporting community COVID19 I met Sarsanghchalak Dr Mohan Bhagwat shar,Sunil Phatak #IStandWithArnabGoswami,2020-02-03 00:00:00,India
1327976462574563333,RT Gavyn Davies points failure many nations deal effectively coronavirus bodes ill abilit,just CJ / Biden Harris 💙💙,2020-02-03 00:00:00,USA
1327976475622920192,Never one man sought much power little Trump attended coronavirus task force meeting,NothingLeft,2020-02-03 00:00:00,Canada
1327976483500027904,RT It administration less year enough coronavirus vaccines immuni,Patriot RN ✝️🇺🇸🇮🇱 Hold The Line,2020-02-03 00:00:00,USA
1327976515552878593,RT Supreme Court Justice Samuel Alito warned coronavirus pandemic shed light disturbing trend,TxMoonFlower,2020-02-03 00:00:00,USA
1327976535467421696,RT We gone healthcare heroes armchair quarterbacks Doctors nurses amp frontline health workers begging social,MJosling 🇨🇦 #BuyCanadian,2020-02-03 00:00:00,Canada
1327976543373701120,Conservative Elites traded COVID19 updates She sold personal property buy chance GA runoff,JohnE.,2020-02-03 00:00:00,USA
1327976558427037696,RT I going film give away children playing organised football matches Hyde Park,UrSo Smaaht,2020-02-03 00:00:00,USA
1327976558716305409,RT Elder brother bothered v focus ONLY,leo,2020-02-03 00:00:00,India
1327976579805351942,RT Ford fired Ontario top scientist hours winning majority PostTruth conservatism follows proce,MJosling 🇨🇦 #BuyCanadian,2020-02-03 00:00:00,Canada
1327976610482462720,RT NEW Chilling video El Paso jail inmates hired move bodies COVID19 deceased patients mobile overflow morgue,welander,2020-02-03 00:00:00,USA
1327976629348364290,RT The actively supporting community COVID19 I met Sarsanghchalak Dr Mohan Bhagwat shar,RAJ,2020-02-03 00:00:00,India
1327976630392811521,RT I believe Jason Kenney failed lead province second wave arrives What think ableg,AGAHT,2020-02-03 00:00:00,Canada
1327976650445791232,million people Highest world die India due AirPollution YEAR Why polluting industrie,India Equity Research,2020-02-03 00:00:00,India
1327976678602096641,RT The actively supporting community COVID19 I met Sarsanghchalak Dr Mohan Bhagwat shar,ದಿಗಂತ್ ರೈ | Digant Rai | जय श्रीराम,2020-02-03 00:00:00,India
1327976695178072071,RT I think using people irrational fears campaign amp cause turmoil unconscionable No low,Judy schade,2020-02-03 00:00:00,Canada
1327976737364381696,RT Translation Get ready locked Because lockdowns worked well Europe,Comfortably Numb 🇺🇸 MAGA-Deplorable,2020-02-03 00:00:00,USA
1327976745815969793,Studnets literally dying I think authorities give flying fuck anything already,Fatima.,2020-02-03 00:00:00,Pakistan
1327976763926974465,RT Translation Get ready locked Because lockdowns worked well Europe,Lisa1313,2020-02-03 00:00:00,USA
1327976800375382016,Thrive Story Kisan Munda Keonjhar Kishan continues receive dry ration eggs Anganwadi ch,Ekjut,2020-02-03 00:00:00,India
1327976813361045504,RT Google says disabling online business website due coronavirus last resort machinelearning ai iot MT,TechnoJeder IoT,2020-02-03 00:00:00,India
1327976814728384512,RT Career officials trying quietly work pandemic response take notes shortcomings hopes Bi,just CJ / Biden Harris 💙💙,2020-02-03 00:00:00,USA
